Vintage,Country,County,Designation,Points,Price,Province,Winery
1929,Italy,Sangiovese di Romagna Superiore,Prugneto,84,15 ,Central Italy,Poderi dal Nespoli 1929
1945,France,Rivesaltes,Legend Vintage,95,350 ,Languedoc Roussillon,Gérard Bertrand
1989,France,Champagne,Diamant Bleu,91,70 ,Champagne,Heidsieck & Co Monopole
1990,France,Champagne,Dom Pérignon Rosé,90,290 ,Champagne,Moët & Chandon
1994,Italy,Vin Santo del Chianti Rufina,Riserva,93,140 ,Central Italy,Fattoria di Grignano
1995,France,Champagne,Premier Cru Blanc de Blancs Brut,89,48 ,Champagne,De Saint Gall
1995,France,Champagne,Grande Cru Brut,90,60 ,Champagne,Soutiran
1995,Italy,Brunello di Montalcino,Riserva,84,56 ,Central Italy,Poggio Antico
1996,Italy,Chianti Classico,Riserva,84,18 ,Central Italy,Querceto
1996,France,Champagne,Cuvée Femme Brut,95,120 ,Champagne,Duval Leroy
1996,Italy,Chianti Classico,Riserva,83,26 ,Central Italy,Castellare
1996,Italy,Northwestern Italy,Dino Nero Spumante,90,36 ,Northwestern Italy,Bruno Giacosa
1997,Italy,Amarone della Valpolicella Classico,Morar,91,50 ,Northeastern Italy,Valentina Cubi
1997,France,Chablis,Les Blanchots,92,85 ,Burgundy,Domaine Laroche
1997,Italy,Toscana,Montepaone,89,45 ,Central Italy,Castello di Montepò
1997,Italy,Chianti Classico,Querciolo Riserva,84,22 ,Central Italy,Podere La Cappella
1997,Italy,Toscana,Selvamaggio,88,27 ,Central Italy,Villa La Selva
1997,Italy,Franciacorta,Brut Riserva,85,28 ,Northwestern Italy,Cornaleto
1997,France,Champagne,Palmes d Or,91,120 ,Champagne,Nicolas Feuillatte
1997,Italy,Brunello di Montalcino,Greppone Mazzi,90,60 ,Central Italy,Ruffino
1998,France,Costières de Nîmes,Prestige des Gibelins,88,15 ,Rhône Valley,Château Mas Neuf
1998,France,Champagne,Dom Ruinart Brut Rosé,95,275 ,Champagne,Ruinart
1998,France,Champagne,Diamant Rosé Brut,86,160 ,Champagne,Vranken
1998,Italy,Toscana,Le Marze,89,40 ,Central Italy,Elisabetta
1998,Italy,Chianti,I Sodi del Paretaio,83,11 ,Central Italy,Badia di Morrona
1998,France,Meursault,Château de Blagny Premier Cru,88,45 ,Burgundy,Louis Latour
1998,Italy,Sant Antimo,Excelsus,90,73 ,Central Italy,Castello Banfi
1998,Italy,Sant Antimo,Colvecchio,86,36 ,Central Italy,Castello Banfi
1998,Italy,Chianti Classico,Riserva,90,22 ,Central Italy,Carpineto
1998,France,Champagne,Chardonnay Blanc de Blancs Brut,89,40 ,Champagne,Nicolas Feuillatte
1998,France,Pernand Vergelesses,Premier Cru Les Vergelesses,92,33 ,Burgundy,Laleure Piot
1998,France,Puligny Montrachet,Les Referts Premier Cru,92,55 ,Burgundy,Louis Latour
1998,France,Bordeaux Blanc,Reserve,88,10 ,Bordeaux,Calvet
1998,Italy,Morellino di Scansano,Riserva,88,19 ,Central Italy,Val delle Rose
1998,France,Champagne,Millésimé Brut,93,95 ,Champagne,Henriot
1998,France,Côtes du Luberon,Estate Bottled,87,10 ,Rhône Valley,Château Val Joanis
1998,France,Côtes du Rhône,Domaine Grand Veneur,86,9 ,Rhône Valley,Alain Jaume et Fils
1998,France,Champagne,Grand Siècle Cuvée Alexandra Rosé Brut,93,300 ,Champagne,Laurent Perrier
1999,Italy,Trento,Riserva del Fondatore,93,90 ,Northeastern Italy,Giulio Ferrari
1999,Italy,Bolgheri,Guado Al Tasso,95,80 ,Central Italy,Antinori
1999,France,Hermitage,Chevalier de Sterimberg,94,75 ,Rhône Valley,Paul Jaboulet Aîné
1999,France,Bordeaux Blanc,Reserve,84,9 ,Bordeaux,Marquis de Chasse
1999,Italy,Toscana,Ceccante,90,43 ,Central Italy,Il Grillesino
1999,France,Champagne,Extra Cuvée de Réserve Vintage Brut,93,103 ,Champagne,Pol Roger
1999,Italy,Sardinia,Le Arenarie,88,12 ,Southern Italy,Sella & Mosca
1999,Italy,Sant Antimo,Cum Laude,87,35 ,Central Italy,Castello Banfi
1999,France,Champagne,Cuvée William Deutz Rosé Brut,94,170 ,Champagne,Deutz
1999,France,Muscadet Sèvre et Maine,Elevé en FÃ»ts de ChÃªne Neufs,88,30 ,Loire Valley,Château du Coing de Saint Fiacre
1999,France,Champagne,Millesimé Brut,92,65 ,Champagne,Ayala
1999,France,Nuits St. Georges,Les Chaliots,87,37 ,Burgundy,Michel Gros
1999,France,Champagne,Millesimé Brut,90,75 ,Champagne,Laurent Perrier
1999,Italy,Chianti Classico,Teuzzo Riserva,86,31 ,Central Italy,Cecchi
1999,France,Nuits St. Georges,Clos dea Argillieres,89,52 ,Burgundy,Daniel Rion
1999,France,Champagne,Blanc de Blancs Brut,90,95 ,Champagne,Delamotte
1999,Italy,Fiano di Avellino,Terre di Dora,91,20 ,Southern Italy,Terredora
1999,France,Vosne Romanée,Aux Brulees,90,65 ,Burgundy,Michel Gros
2000,Italy,Toscana,Crognolo,92,32 ,Central Italy,Tenuta Sette Ponti
2000,France,Champagne,Cuvée 1522 Grand Cru Brut,93,100 ,Champagne,Philipponnat
2000,France,Clos de Vougeot,Clos de Vougeot,92,400 ,Burgundy,Domaine Henri Rebourseau
2000,Italy,Venezia Giulia,Were Dreams  Now it is Just Wine,85,55 ,Northeastern Italy,Jermann
2000,France,Chassagne Montrachet,Morgeot,89,50 ,Burgundy,Louis Latour
2000,Italy,Carignano del Sulcis,Terre Rare Riserva,89,22 ,Southern Italy,Sella & Mosca
2000,Italy,Barolo,Vigneto Boscareto,90,79 ,Northwestern Italy,Beni di Batasiolo
2000,Italy,Alto Adige,Sanct Valentin,87,28 ,Northeastern Italy,St. Michael Eppan
2000,Italy,Bianco di Custoza,Vigne Alte,88,11 ,Northeastern Italy,Fratelli Zeni
2000,Italy,Marca Trevigiana,Marinali Bianco,84,20 ,Northeastern Italy,Villa Sandi
2000,France,Meursault,Chateau De Blagny Premier Cru,89,40 ,Burgundy,Louis Latour
2000,Italy,Chianti Classico,Scassino,87,20 ,Central Italy,Terrabianca
2000,France,Champagne,Joyau de France Brut,91,116 ,Champagne,Boizel
2000,Italy,Barolo,Riserva,92,84 ,Northwestern Italy,Marchesi di Barolo
2001,Italy,Copertino,Riserva,87,15 ,Southern Italy,Cantina Sociale Cooperativa di Copertino
2001,Italy,Collio,Sauvignon de la Tour,87,38 ,Northeastern Italy,Villa Russiz
2001,France,Alsace,Sélection de Grains Nobles,92,197 ,Alsace,Hugel
2001,Italy,Soave Classico,La Froscà,89,18 ,Northeastern Italy,Gini
2001,Italy,Barolo,Riserva La Volta,87,70 ,Northwestern Italy,Viberti
2001,France,Saint Émilion,Grand Portail Cuvée Réservée,86,15 ,Bordeaux,Caves Fleury
2001,Italy,Taurasi,Fatica Contadina,90,54 ,Southern Italy,Terredora
2001,Italy,Taurasi,Riserva CampoRe,92,70 ,Southern Italy,Terredora
2001,Italy,Delle Venezie,Capitel Croce,91,18 ,Northeastern Italy,Anselmi
2001,Italy,Barolo,Sorano,91,60 ,Northwestern Italy,Giacomo Ascheri
2001,Italy,Alto Adige,Lafoa,90,35 ,Northeastern Italy,Produttori Colterenzio
2001,Italy,Brunello di Montalcino,Riserva,92,80 ,Central Italy,Fattoria dei Barbi
2001,Italy,Alto Adige,Lunare,87,43 ,Northeastern Italy,Cantina Terlano
2001,Italy,Vino Nobile di Montepulciano,Vigneto Poggio Sant Enrico,92,75 ,Central Italy,Carpineto
2001,Italy,Friuli Venezia Giulia,Blanc des Rosis,89,31 ,Northeastern Italy,Mario Schiopetto
2001,Italy,Friuli Venezia Giulia,Ipso,91,18 ,Northeastern Italy,Volpe Pasini
2001,Italy,Irpinia,Naturalis Historia,93,65 ,Southern Italy,Mastroberardino
2001,Italy,Trentino,L Aristocratico,85,15 ,Northeastern Italy,Ca  Montini
2001,France,France,Vin de Pays de l Ardeche,80,10 ,France Other,Georges Duboeuf
2001,France,Rivesaltes,Domaine de Bila Haut Vin Doux Naturel,89,26 ,Languedoc Roussillon,M. Chapoutier
2001,Italy,Soave Classico Superiore,Contrada Salavrenza Vecchie Vigne,91,24 ,Northeastern Italy,Gini
2001,Italy,Toscana,Il Decennale,90,200 ,Central Italy,Poggio di Sotto
2001,Italy,Amarone della Valpolicella Classico,Mazzano,94,198 ,Northeastern Italy,Masi
2001,France,Languedoc,Reserve St. Martin,82,8 ,Languedoc Roussillon,Val d Orbieu
2001,Italy,Vigneti delle Dolomiti,San Leonardo,93,60 ,Northeastern Italy,Tenuta San Leonardo
2001,France,Champagne,Millésime Brut,90,51 ,Champagne,Charles Ellner
2001,Italy,Etna,Phiale,90,26 ,Southern Italy,Scilio
2001,Italy,Alto Adige,Cornell,89,33 ,Northeastern Italy,Produttori Colterenzio
2001,Italy,Gattinara,Trevigne,91,43 ,Northwestern Italy,Travaglini
2001,Italy,Alto Adige,Beyond the Clouds,90,40 ,Northeastern Italy,Elena Walch
2001,Italy,Toscana,Casalferro,91,50 ,Central Italy,Barone Ricasoli
2001,Italy,Friuli Isonzo,Flors di Uis,88,27 ,Northeastern Italy,Vie di Romans
2001,Italy,Trentino,Maso Canali,84,17 ,Northeastern Italy,Ecco Domani
2001,Italy,Toscana,Infinito,88,50 ,Central Italy,Castello di Monastero
2001,Italy,Toscana,Cortaccio,92,61 ,Central Italy,Villa Cafaggio
2002,Italy,Toscana,Vin San Laurentino,92,95 ,Central Italy,Castello di Bossi
2002,Italy,Franciacorta,Dosage Zero,90,88 ,Northwestern Italy,Ca  del Bosco
2002,France,Champagne,Palmes d Or Rosé,85,200 ,Champagne,Nicolas Feuillatte
2002,Italy,Delle Venezie,El Zuiter,87,22 ,Northeastern Italy,Montelvini
2002,Italy,Soave,Colbaraca Classico,87,11 ,Northeastern Italy,Masi
2002,France,Vin de Pays d Oc,Nid D Abeille,82,8 ,Languedoc Roussillon,Mommessin
2002,Italy,Trentino,Vino Santo,89,35 ,Northeastern Italy,Pisoni
2002,France,Côtes de Saint Mont,Château du Bascou,84,42 ,Southwest France,Producteurs Plaimont
2002,Italy,Cerasuolo di Vittoria,Barocco,90,50 ,Southern Italy,Avide
2002,France,Champagne,Rosé Millésimé,92,80 ,Champagne,Henriot
2002,Italy,Trento,Flavio Riserva Brut Talento,91,30 ,Northeastern Italy,Rotari
2002,Italy,Northeastern Italy,Opere Trevigiane Riserva Brut,90,34 ,Northeastern Italy,Villa Sandi
2002,France,Champagne,Blanc de Blancs Brut,91,65 ,Champagne,Ayala
2003,Italy,Toscana,Vin San Laurentino,93,95 ,Central Italy,Castello di Bossi
2003,France,Madiran,Cuvée Greenwich,92,30 ,Southwest France,Château Peyros
2003,Italy,Toscana,Veneroso,89,35 ,Central Italy,Tenuta di Ghizzano
2003,Italy,Salice Salentino,Donna Lisa Rosso,88,16 ,Southern Italy,Leone de Castris
2003,Italy,Barolo,Bricco Rocche Prapó,92,70 ,Northwestern Italy,Ceretto
2003,Italy,Vernaccia di San Gimignano,Riserva,89,16 ,Central Italy,San Quirico
2003,Italy,Colline Teatine,Marina Cvetic,91,50 ,Central Italy,Masciarelli
2003,Italy,Piave,Raboso,89,25 ,Northeastern Italy,Moletto
2003,France,Champagne,Rosé Brut,90,75 ,Champagne,Deutz
2003,Italy,Aglianico del Vulture,Re Manfredi Serpara,88,42 ,Southern Italy,Terre degli Svevi
2003,Italy,Salice Salentino,Riserva Puteus,86,17 ,Southern Italy,Mocavero
2003,Italy,Toscana,Alcineo,86,50 ,Central Italy,Palazzo
2003,Italy,Umbria,Campoleone,93,50 ,Central Italy,Lamborghini
2003,France,Haut Médoc,Kosher,86,32 ,Bordeaux,Barons Edmund Benjamin de Rothschild
2003,Italy,Sicilia,Sigillo,90,50 ,Southern Italy,Avide
2003,Italy,Toscana,I Sodi di San Niccoló,92,60 ,Central Italy,Castellare di Castellina
2003,Italy,Sicilia,Schietto,91,40 ,Southern Italy,Principi di Spadafora
2003,Italy,Val di Cornia Suvereto,Gualdo del Re,90,30 ,Central Italy,Gualdo del Re
2003,Italy,Valpolicella Superiore,I Saltari Le Vigne di Turano,87,25 ,Northeastern Italy,Sartori
2003,France,Muscadet Côtes de Grandlieu,Origine du Haut Bourg,91,20 ,Loire Valley,Domaine du Haut Bourg
2003,Italy,Maremma,Tenuta Belguardo,92,60 ,Central Italy,Mazzei
2003,Italy,Biferno Rosso,Gironia,89,26 ,Southern Italy,Borgo di Colloredo
2003,Italy,Chianti Classico,Riserva,89,30 ,Central Italy,Castello di Monastero
2003,Italy,Lago di Corbara,Villa Monticelli,91,30 ,Central Italy,Barberani
2003,Italy,Toscana,Castello di Nipozzano Mormoreto,90,50 ,Central Italy,Marchesi de  Frescobaldi
2003,Italy,Amarone della Valpolicella Classico,Riserva di Costasera,92,75 ,Northeastern Italy,Masi
2003,France,Les Baux de Provence,La Stèle Rouge,86,24 ,Provence,Mas de la Dame
2003,Italy,Rosso del Veronese,Arlèo,90,45 ,Northeastern Italy,Santa Sofia
2003,France,Coteaux d Aix en Provence,Rocher Rouge,89,80 ,Provence,Château Calissanne
2003,Italy,Toscana,Quercegobbe,86,50 ,Central Italy,Petra
2003,Italy,Amarone della Valpolicella,Rocca Sveva,89,85 ,Northeastern Italy,Cantina di Soave
2003,Italy,Barbaresco,Cantina Tre Serre,88,29 ,Northwestern Italy,Vinchio Vaglio Serra
2003,Italy,Colli della Toscana Centrale,Il Sole di Alessandro,90,70 ,Central Italy,Castello di Querceto
2003,Italy,Montefalco Rosso,Riserva,86,18 ,Central Italy,Terre de Trinci
2004,Italy,Lago di Corbara,Red Blend,87,17 ,Central Italy,Castello di Corbara
2004,France,Champagne,Millésime Premier Cru Extra Brut,91,160 ,Champagne,Yann Alexandre
2004,Italy,Brunello di Montalcino,Riserva,89,120 ,Central Italy,Le Potazzine
2004,France,Champagne,Chardonnay Blanc de Blancs Brut,87,46 ,Champagne,Nicolas Feuillatte
2004,Italy,Umbria,Villa Monte Vibiano,86,12 ,Central Italy,Castello Monte Vibiano Vecchio
2004,Italy,Toscana,Biagio,84,11 ,Central Italy,Castellani
2004,Italy,Montescudaio,Vallino delle Conche,91,26 ,Central Italy,La Regola
2004,Italy,Trebbiano d Abruzzo,Marina Cvetic,93,50 ,Central Italy,Masciarelli
2004,France,Corbières,Élevé en FÃ»ts de ChÃªne,90,13 ,Languedoc Roussillon,Domaine Serres Mazard
2004,France,Alsace,Vieilles Vignes,89,21 ,Alsace,Domaine Ehrhart
2004,Italy,Castel del Monte,Riserva 0 618,89,75 ,Southern Italy,Santa Lucia
2004,Italy,Barbaresco,Vigna Giaia,90,42 ,Northwestern Italy,Pe re Alessandro
2004,Italy,Bolgheri Sassicaia,Sassicaia,97,190 ,Central Italy,Tenuta San Guido
2004,Italy,Montepulciano d Abruzzo,TonÃ¬,84,70 ,Central Italy,Cataldi Madonna
2004,Italy,Barolo,Preve Riserva,92,125 ,Northwestern Italy,Gianni Gagliardo
2004,Italy,Barolo,Riserva,91,50 ,Northwestern Italy,Villadoria
2004,Italy,Taurasi,Vigna Macchia dei Goti,94,60 ,Southern Italy,Antonio Caggiano
2004,Italy,Castel del Monte,Riserva Le More,88,44 ,Southern Italy,Santa Lucia
2004,Italy,Barolo,Vigna Cannubi,90,90 ,Northwestern Italy,Barale Fratelli
2004,France,Champagne,Cuvée Sir Winston Churchill Brut,97,305 ,Champagne,Pol Roger
2004,Italy,Salice Salentino,Riserva,87,12 ,Southern Italy,Cantele
2004,Italy,Bolgheri,Gaudo al Melo Rosso,91,26 ,Central Italy,Podere Guado al Melo
2004,Italy,Amarone della Valpolicella Classico,Morópio,91,60 ,Northeastern Italy,Antolini
2004,Italy,Toscana,Tenuta Montebello Picconero,94,130 ,Central Italy,Tolaini
2004,France,Côtes de Provence,Villars sur Var,89,42 ,Provence,Clos Saint Joseph
2004,France,Vouvray,Cuvée Prédilection,90,20 ,Loire Valley,Château Moncontour
2004,Italy,Brunello di Montalcino,Villa al Cortile,89,45 ,Central Italy,Piccini
2004,Italy,Toscana,Il Carbonaione,92,60 ,Central Italy,Poggio Scalette
2004,Italy,Trentino,Riserva Talento,89,18 ,Northeastern Italy,Rotari
2004,France,Champagne,Grand Cru Blanc de Blancs Réserve Brut,91,48 ,Champagne,Chapuy
2004,Italy,Toscana,Villa Puccini,84,11 ,Central Italy,Villa Puccini
2004,Italy,Barbaresco,Gaia Principe,85,45 ,Northwestern Italy,Prinsi
2004,Italy,Castel del Monte,Riserva Il Falcone,90,33 ,Southern Italy,Rivera
2004,Italy,Toscana,Giorgio Primo,93,85 ,Central Italy,Fattoria La Massa
2004,Italy,Langhe,Montegrilli,89,27 ,Northwestern Italy,Elvio Cogno
2004,Italy,Barolo,Persiera Riserva,93,140 ,Northwestern Italy,Josetta Saffirio
2004,Italy,Civitella d Agliano,La Tour a Civitella,90,20 ,Central Italy,Sergio Mottura
2004,Italy,Toscana,Casalferro,92,49 ,Central Italy,Barone Ricasoli
2004,Italy,Sagrantino di Montefalco,Passito,87,50 ,Central Italy,Antonelli
2004,Italy,Sant Antimo,Tavernelle,91,41 ,Central Italy,Castello Banfi
2004,Italy,Sicilia,Tenuta di Budonetto Terre di Ottavia,87,46 ,Southern Italy,Maurigi
2004,Italy,Northeastern Italy,Decima Aurea,91,52 ,Northeastern Italy,Tenuta Santa Maria alla Pieve
2004,Italy,Trento,Brut Perlé,91,32 ,Northeastern Italy,Ferrari
2004,Italy,Barolo,Monvigliero Riserva,94,90 ,Northwestern Italy,Castello di Verduno
2004,Italy,Sant Antimo,Olmaia,95,75 ,Central Italy,Col d Orcia
2004,Italy,Brunello di Montalcino,Riserva,95,120 ,Central Italy,Le Chiuse
2004,France,Vin Mousseux,Brut,83,16 ,France Other,Patriarche Père et Fils
2004,Italy,Montepulciano d Abruzzo,Ursonia,90,39 ,Central Italy,Il Feuduccio Di S. Maria D Orni
2004,France,Pouilly Fumé,Haute Densité,92,99 ,Loire Valley,Château de Tracy
2004,France,Champagne,Brut Millésimé,94,90 ,Champagne,Alfred Gratien
2004,Italy,Montescudaio,La Regola,93,42 ,Central Italy,La Regola
2004,Italy,Brunello di Montalcino,Riserva,92,74 ,Central Italy,Terralsole
2004,Italy,Amarone della Valpolicella,Bosan,94,106 ,Northeastern Italy,Cesari
2004,France,Alsace,Schoenenbourg Grand Cru Vendanges Tardives,92,80 ,Alsace,Dopff & Irion
2004,Italy,Bolgheri,Le Grascete,86,40 ,Central Italy,Le Grascete
2004,Italy,Toscana,Monteti,93,60 ,Central Italy,Tenuta Monteti
2004,Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Casal di Serra Vecchie Vigne,89,22 ,Central Italy,Umani Ronchi
2004,Italy,Toscana,Violetta,90,25 ,Central Italy,Tenuta di Ceppaiano
2004,Italy,Toscana,Mantus,88,42 ,Central Italy,Máté
2004,Italy,Toscana,Central Italy,87,20 ,Central Italy,Kirkland Signature
2004,France,Champagne,Grand Vintage,90,66 ,Champagne,Boizel
2004,Italy,Barbera d Asti Superiore,ChersÃ¬,87,26 ,Northwestern Italy,Tenimenti Ca  Bianca
2004,Italy,Maremma,Tenuta Belguardo,94,60 ,Central Italy,Mazzei
2004,France,Corbières,Cuvée Merville,84,11 ,Languedoc Roussillon,Château Les Palais
2004,Italy,Vin Santo del Chianti Classico,Occhio di Pernice,92,65 ,Central Italy,Badia a Coltibuono
2004,France,Champagne,Quintessence Premier Cru Brut Millésime,94,50 ,Champagne,Lelarge Pugeot
2004,Italy,Bolgheri,Patrimonio,86,14 ,Central Italy,Antonino Tringali Casanuova
2004,Italy,Brunello di Montalcino,Vigna di Pianrosso Santa Caterina d Oro Riserva,87,65 ,Central Italy,Ciacci Piccolomini d Aragona
2004,Italy,Barolo,Essenze Riserva,91,90 ,Northwestern Italy,Vite Colte
2004,Italy,Sicilia,NÃ¬vuro,84,13 ,Southern Italy,Feudo di Santa Tresa
2004,Italy,Toscana,Rapace,92,40 ,Central Italy,Uccelliera
2004,Italy,Barolo,Triumviratum Riserva,94,117 ,Northwestern Italy,Michele Chiarlo
,,,,,,,
2004,Italy,Maremma,Poggio alla Guardia,86,24 ,Central Italy,Rocca di Frassinello
2004,Italy,Franciacorta,Brut Quvée 15,91,51 ,Northwestern Italy,Quadra
2004,Italy,Toscana,Colle dei Mandorli,89,35 ,Central Italy,Tenuta San Vito
2004,Italy,Chianti Classico,Riserva Novecento,91,50 ,Central Italy,Dievole
2004,Italy,Gattinara,Riserva,90,59 ,Northwestern Italy,Travaglini
2004,Italy,Barolo,Bussia,90,90 ,Northwestern Italy,Prunotto
2004,Italy,Chianti Classico,Riserva Vigna Casi,88,46 ,Central Italy,Castello di Meleto
2004,Italy,Northeastern Italy,Torre Pieve,88,30 ,Northeastern Italy,Santa Maria
2004,France,Champagne,Blanc de Blancs Brut,91,82 ,Champagne,Deutz
2004,Italy,Montepulciano d Abruzzo,Jorio,87,14 ,Central Italy,Umani Ronchi
2004,Italy,Brunello di Montalcino,Pian Bossolino Riserva,93,80 ,Central Italy,Tenuta Poggio il Castellare
2004,Italy,Sant Antimo,Excelsus,93,81 ,Central Italy,Castello Banfi
2004,Italy,Bolgheri Superiore,Vignarè,90,45 ,Central Italy,Guicciardini Strozzi
2004,Italy,Taurasi,Bosco Faiano,89,39 ,Southern Italy,I Capitani
2004,Italy,Aglianico del Vulture,Riserva Don Anselmo,92,73 ,Southern Italy,Paternoster
2004,Italy,Veronese,La Poja,93,90 ,Northeastern Italy,Allegrini
2004,France,Champagne,Brut,90,69 ,Champagne,Deutz
2004,Italy,Barolo,Albe,88,45 ,Northwestern Italy,G D Vajra
2004,Italy,Brunello di Montalcino,Vigna di Pianrosso Santa Caterina d Oro Riserva,87,65 ,Central Italy,Ciacci Piccolomini d Aragona
2004,France,Champagne,Brut Millesimé,94,80 ,Champagne,Taittinger
2005,France,Saint Joseph,Le Grand Pompée,86,34 ,Rhône Valley,Paul Jaboulet Aîné
2005,Italy,Salice Salentino,Riserva Vereto,86,14 ,Southern Italy,Agricole Vallone
2005,Italy,Amarone della Valpolicella Classico,Vigneti di Osan,93,70 ,Northeastern Italy,Corteforte
2005,France,Cahors,Zette Rouge,88,9 ,Southwest France,Château Lagrézette
2005,France,Champagne,Oenophile Premier Cru Blanc de Blancs Extra Brut,92,72 ,Champagne,Pierre Gimonnet et Fils
2005,Italy,Montefalco,Rosso,84,28 ,Central Italy,Cantine Novelli
2005,France,Beaune,Grèves Premier Cru,93,75 ,Burgundy,Chanson Père et Fils
2005,Italy,Barolo,Terlo Ravera,91,50 ,Northwestern Italy,Marziano Abbona
2005,France,Vin de Pays Var,Cyrano,87,18 ,Provence,Château Routas
2005,France,Vosne Romanée,Beaux Monts Premier Cru,93,125 ,Burgundy,Domaine Moillard
2005,Italy,Sicilia,Santa Cecilia,91,39 ,Southern Italy,Planeta
2005,Italy,Bolgheri,Coronato,92,70 ,Central Italy,Tenuta di Biserno
2005,Italy,Toscana,Poggioncino,88,25 ,Central Italy,Bocelli
2005,France,Chablis,Vaudésir Grand Cru,93,86 ,Burgundy,William Fèvre
2005,France,Volnay,Santenots Premier Cru,92,95 ,Burgundy,Pierre Morey
2005,France,Arbois,Vin Jaune,90,70 ,France Other,Frédéric Lornet
2005,Italy,Barolo,Brunate,93,58 ,Northwestern Italy,Marcarini
2005,Italy,Salento,Rocca Normanna Le Sciare,86,10 ,Southern Italy,Cantine Due Palme
,,,,,,,
2005,Italy,Barbera d Alba,Torriglione,87,17 ,Northwestern Italy,Renato Ratti
2005,Italy,Salento,Terra S. Giovanni,81,14 ,Southern Italy,Valle dell Asso
2005,Italy,Amarone della Valpolicella Classico,Riserva,94,135 ,Northeastern Italy,Venturini Massimino
2005,Italy,Dolcetto d Alba,Madonna di Como,86,21 ,Northwestern Italy,Pietro Rinaldi
2005,France,Buzet,Baron d Ardeuil Vieilles Vignes,88,17 ,Southwest France,Vignerons de Buzet
2005,Italy,Salento,Masseria Maime,90,34 ,Southern Italy,Tormaresca
2005,France,Coteaux Varois,Infernet,86,13 ,Provence,Château Routas
2005,Italy,Colli Orientali del Friuli,Plus,91,75 ,Northeastern Italy,Bastianich
2005,Italy,Toscana,L Aspetto,88,24 ,Central Italy,Fattoria Fibbiano
2005,Italy,Sicilia,Ceuso,90,40 ,Southern Italy,Ceuso
2005,Italy,Amarone della Valpolicella Classico,Leone Zardini,91,60 ,Northeastern Italy,Pietro Zardini
2005,Italy,Venezia Giulia,Amfora,94,120 ,Northeastern Italy,Gravner
2005,France,Minervois La Liviniere,Old Vine,88,36 ,Languedoc Roussillon,Château Maris
2005,Italy,Bardolino Classico Superiore,Podere Monte Maggiore,86,13 ,Northeastern Italy,Gorgo
2005,Italy,Asti,De Miranda,90,90 ,Northwestern Italy,Contratto
2005,France,Vin de Pays d Oc,Kosher,81,13 ,Languedoc Roussillon,Fortant
2005,France,Cornas,Terres Brulées,93,78 ,Rhône Valley,Jean Luc Colombo
2005,France,Pouilly Fumé,Mademoiselle de T,88,25 ,Loire Valley,Château de Tracy
2005,Italy,Veronese,Jèma,90,49 ,Northeastern Italy,Cesari
2005,France,Chablis,Les Blanchots Grand Cru,93,60 ,Burgundy,Domaine Laroche
2005,Italy,Brunello di Montalcino,Gorelli,88,65 ,Central Italy,Le Potazzine
2005,France,Champagne,Clos des Bouveries Blanc de Blancs Brut,91,65 ,Champagne,Duval Leroy
2005,Italy,Montepulciano d Abruzzo,Piè delle Vigne Cerasuolo Rosè,87,40 ,Central Italy,Cataldi Madonna
2005,Italy,Vernaccia di San Gimignano,Santa Chiara,85,15 ,Central Italy,Palagetto
2005,Italy,Toscana,Romitorio di Santedame,92,80 ,Central Italy,Ruffino
2005,Italy,Colline Novaresi,Spanna,86,18 ,Northwestern Italy,Dessilani
2005,Italy,Orcia,Petrucci,90,175 ,Central Italy,Podere Forte
2005,Italy,Calabria,Arvino,88,21 ,Southern Italy,Statti
2005,Italy,Aglianico del Vulture,Damaschito,90,35 ,Southern Italy,Lucania
2005,France,Chablis,Vaudésir Grand Cru,92,70 ,Burgundy,Pascal Bouchard
2005,France,Alsace,Cuvée Cécile,91,31 ,Alsace,Lucien Albrecht
2005,Italy,Isola dei Nuraghi,Turriga,90,80 ,Southern Italy,Argiolas
2005,Italy,Monteregio di Massa Marittima,Sassabruna,90,30 ,Central Italy,Rocca di Montemassi
2005,Italy,Dolcetto d Alba,Barturot,89,32 ,Northwestern Italy,Ca  Viola
2005,France,Chablis,Montmains Premier Cru,90,40 ,Burgundy,William Fèvre
2005,France,Languedoc,Cuvée Sainte Hélene,90,50 ,Languedoc Roussillon,Mas Belles Eaux
2005,Italy,Sicilia,Serramarrocco,92,52 ,Southern Italy,Tenuta di Serramarrocco
2005,Italy,Toscana,Farnito,91,65 ,Central Italy,Carpineto
2005,Italy,Strevi,PassrÃ¬ di Scrapona,89,60 ,Northwestern Italy,Marenco
2005,France,Beaune,Clos des Mouches Premier Cru,93,90 ,Burgundy,Chanson Père et Fils
2005,France,Champagne,Les Meslaines Grand Cru Brut,92,67 ,Champagne,Lamiable
2005,Italy,Val di Neto,Gravello,88,33 ,Southern Italy,Librandi
2005,Italy,Northeastern Italy,Amaranto 72 Riserva,90,30 ,Northeastern Italy,Italo Cescon
2005,Italy,Toscana,Coniale,91,45 ,Central Italy,Castellare di Castellina
2005,France,Champagne,Noble Vintage Millésime Brut,90,70 ,Champagne,Jean Noël Haton
2005,Italy,Brunello di Montalcino,Selezione Madonna delle Grazie,88,90 ,Central Italy,Il Marroneto
2005,Italy,Barbaresco,Bric Balin,93,60 ,Northwestern Italy,Moccagatta
2005,France,Champagne,Blanc de Blancs Millésimé Brut,88,72 ,Champagne,Chassenay d Arce
